Company,Ram,Touchscreen,Gpu_brand,Cpu_brand,P,os,M,G,MD,W,AI,S,O
Toshiba,8,0,Intel,Intel Core i5,2.585,Windows,1,0,0,0,0,1,1
Lenovo,8,0,Intel,Intel Core i7,3.376,Windows,1,0,0,0,1,1,1
Asus,32,0,Nvidia,Intel Core i7,5.965,Windows,1,1,1,1,1,0,0
Acer,8,0,Nvidia,Intel Core i5,1.511,Linux,0,0,0,0,0,0,0
Dell,8,0,Intel,Intel Core i5,3.09,Windows,1,0,0,0,0,1,1
MSI,8,0,Nvidia,Intel Core i7,2.54,Windows,1,0,0,0,1,0,0
HP,4,0,Intel,Intel Core i3,0.778,Linux,1,0,0,0,0,1,1
Toshiba,8,0,Intel,Intel Core i5,2.268,Windows,1,0,0,0,0,1,1
Dell,8,0,AMD,Intel Core i7,1.959,Windows,1,0,0,0,1,0,0
Dell,16,0,AMD,Intel Core i7,2.419,Windows,1,1,1,1,1,0,0
Lenovo,8,0,Nvidia,Intel Core i7,2.549,Windows,1,0,0,0,1,0,0
Dell,32,0,Nvidia,Intel Core i7,6.708,Windows,1,1,1,1,1,0,0
Dell,8,0,Intel,Intel Core i5,2.619,Windows,1,0,0,0,0,1,1
Lenovo,4,0,Intel,Intel Dual Core,0.893,Windows,1,0,0,0,0,1,1
Lenovo,4,0,Intel,Intel Core i5,1.14,Windows,1,0,0,0,0,1,1
HP,6,0,AMD,Intel Core i3,1.149,Windows,1,0,0,0,0,1,1
MSI,8,0,Nvidia,Intel Core i7,3.169,Windows,1,0,0,0,1,0,0
Toshiba,4,0,Intel,Intel Core i3,1.061,Windows,1,0,0,0,0,1,1
Dell,8,0,Intel,Intel Core i5,2.035,Windows,1,0,0,0,0,1,1
HP,8,0,AMD,Intel Core i7,1.588,Windows,1,0,0,0,1,0,0
Toshiba,8,0,Intel,Intel Core i5,2.681,Windows,1,0,0,0,0,1,1
Acer,4,0,Intel,Intel Core i3,0.878,Linux,1,0,0,0,0,1,1
Microsoft,8,1,Intel,Intel Core i7,3.981,Windows,1,0,0,0,1,1,1
Lenovo,8,0,AMD,Intel Core i5,1.743,Windows,0,0,0,0,0,0,0
Lenovo,8,1,Intel,Intel Core i5,2.204,Windows,1,0,0,0,0,1,1
Lenovo,4,0,AMD,AMD Processor,0.744,Windows,0,0,0,0,0,0,0
HP,4,1,Nvidia,Intel Core i3,1.49,Windows,1,0,0,0,0,1,1
MSI,16,0,Nvidia,Intel Core i7,2.758,Windows,1,1,1,1,1,0,0
Asus,8,0,Intel,Intel Core i5,2.419,Windows,1,0,0,0,0,1,1
HP,8,1,Intel,Intel Dual Core,1.055,Linux,1,0,0,0,0,1,1
LG,8,0,Intel,Intel Core i7,4.9,Windows,1,0,0,0,1,1,1
Acer,16,0,Nvidia,Intel Core i5,2.768,Windows,0,0,1,1,0,0,0
MSI,8,0,Nvidia,Intel Core i5,2.127,Windows,0,0,0,0,0,0,0
Asus,4,0,Intel,Intel Dual Core,0.893,Windows,1,0,0,0,0,1,1
Dell,16,0,Nvidia,Intel Core i5,4.371,Windows,0,0,1,1,0,0,0
HP,4,0,AMD,Intel Core i3,1.49,Windows,1,0,0,0,0,1,1
Lenovo,8,1,Intel,Intel Core i7,3.195,Windows,1,0,0,0,1,1,1
Dell,16,0,Nvidia,Intel Core i7,5.997,Windows,1,1,1,1,1,0,0
HP,4,0,AMD,Intel Core i5,1.306,Windows,0,0,0,0,0,0,0
Dell,4,0,AMD,Intel Core i3,1.163,Windows,1,0,0,0,0,1,1
HP,6,0,AMD,AMD Processor,1.213,Windows,0,0,0,0,0,0,0
Lenovo,4,0,Intel,Intel Dual Core,0.678,Windows,1,0,0,0,0,1,1
Acer,4,0,Intel,Intel Dual Core,0.799,Linux,1,0,0,0,0,1,1
Lenovo,4,0,Intel,Intel Core i5,1.49,Windows,1,0,0,0,0,1,1
HP,8,0,Nvidia,Intel Core i7,4.066,Windows,1,0,0,0,1,0,0
Lenovo,8,1,Intel,Intel Core i7,5.52,Windows,1,0,0,0,1,1,1
Toshiba,8,0,Intel,Intel Core i5,2.074,Windows,1,0,0,0,0,1,1
Acer,4,0,Intel,Intel Dual Core,0.573,Windows,1,0,0,0,0,1,1
Lenovo,16,1,Intel,Intel Core i7,3.727,Windows,1,0,0,1,1,1,1
Asus,4,1,Intel,Intel Dual Core,1.426,Linux,1,0,0,0,0,1,1
Toshiba,16,1,Intel,Intel Core i7,4.0,Windows,1,0,0,1,1,1,1
HP,4,0,AMD,Intel Core i7,1.468,Windows,1,0,0,0,1,0,0
Dell,8,0,Nvidia,Intel Core i5,1.745,Windows,0,0,0,0,0,0,0
Lenovo,4,0,AMD,AMD Processor,0.85,Windows,0,0,0,0,0,0,0
Lenovo,8,0,AMD,AMD Processor,0.914,Windows,0,0,0,0,0,0,0
Lenovo,4,0,Intel,Intel Core i5,1.324,Windows,1,0,0,0,0,1,1
Lenovo,4,0,Intel,Intel Core i3,0.959,Linux,1,0,0,0,0,1,1
Dell,8,0,Intel,Intel Core i5,1.694,Windows,1,0,0,0,0,1,1
Acer,8,1,Intel,Intel Core i5,2.129,Windows,1,0,0,0,0,1,1
Lenovo,16,0,Nvidia,Intel Core i7,3.953,Windows,1,1,1,1,1,0,0
Lenovo,8,0,Intel,Intel Core i5,2.538,Windows,1,0,0,0,0,1,1
HP,6,0,AMD,AMD Processor,1.396,Windows,0,0,0,0,0,0,0
Lenovo,8,0,Nvidia,Intel Core i7,2.662,Windows,1,0,0,0,1,0,0
Dell,8,0,Nvidia,Intel Core i5,2.321,Linux,0,0,0,0,0,0,0
Dell,8,0,Intel,Intel Core i5,1.547,Linux,1,0,0,0,0,1,1
Asus,4,0,Intel,Intel Dual Core,0.635,Windows,1,0,0,0,0,1,1
Dell,16,0,Intel,Intel Core i5,3.04,Windows,1,0,0,1,0,1,1
Lenovo,8,0,Nvidia,Intel Core i5,1.827,Windows,0,0,0,0,0,0,0
Dell,8,0,Intel,Intel Core i5,2.513,Windows,1,0,0,0,0,1,1
Lenovo,4,0,AMD,AMD Processor,0.635,Windows,0,0,0,0,0,0,0
Mediacom,4,0,Intel,Intel Dual Core,0.565,Windows,1,0,0,0,0,1,1
HP,8,0,Nvidia,Intel Core i7,2.557,Windows,1,0,0,0,1,0,0
Lenovo,8,0,Intel,Intel Core i7,3.595,Windows,1,0,0,0,1,1,1
HP,8,1,Intel,Intel Core i5,1.783,Windows,1,0,0,0,0,1,1
Lenovo,8,0,Intel,Intel Core i5,3.195,Windows,1,0,0,0,0,1,1
Dell,32,0,Nvidia,Intel Core i7,7.799,Windows,1,1,1,1,1,0,0
MSI,8,0,Nvidia,Intel Core i7,2.874,Windows,1,0,0,0,1,0,0
Lenovo,4,0,Intel,Intel Core i5,1.044,Linux,1,0,0,0,0,1,1
Dell,8,0,AMD,Intel Core i5,1.532,Windows,0,0,0,0,0,0,0
Dell,4,1,Intel,Intel Core i3,1.383,Windows,1,0,0,0,0,1,1
Dell,8,0,AMD,Intel Core i5,1.256,Linux,0,0,0,0,0,0,0
HP,4,0,AMD,AMD Processor,1.042,Windows,0,0,0,0,0,0,0
Acer,16,0,Nvidia,Intel Core i7,4.124,Windows,1,1,1,1,1,0,0
Dell,12,0,Intel,Intel Core i5,1.383,Windows,1,0,0,0,0,1,1
HP,6,0,AMD,AMD Processor,1.385,Windows,0,0,0,0,0,0,0
Acer,4,0,Intel,Intel Core i5,1.191,Windows,1,0,0,0,0,1,1
Lenovo,8,0,Intel,Intel Core i5,2.046,Windows,1,0,0,0,0,1,1
Lenovo,4,0,Intel,Intel Core i7,1.66,Windows,1,0,0,0,1,1,1
HP,16,0,Nvidia,Intel Core i7,5.155,Windows,1,1,1,1,1,0,0
Dell,8,1,Intel,Intel Core i5,1.404,Windows,1,0,0,0,0,1,1
MSI,16,0,Nvidia,Intel Core i7,4.464,Windows,1,1,1,1,1,0,0
Acer,4,0,Intel,Intel Core i3,0.875,Windows,1,0,0,0,0,1,1
Dell,8,0,Nvidia,Intel Core i7,2.572,Windows,1,0,0,0,1,0,0
Dell,8,0,Intel,Intel Core i3,1.417,Windows,1,0,0,0,0,1,1
Toshiba,8,1,Intel,Intel Core i5,3.271,Windows,1,0,0,0,0,1,1
Lenovo,8,1,Intel,Intel Core i5,2.129,Windows,1,0,0,0,0,1,1
Lenovo,16,0,Nvidia,Intel Core i7,7.031,Windows,1,1,1,1,1,0,0
Acer,2,0,Intel,Intel Dual Core,0.703,Linux,1,0,0,0,0,1,1
Samsung,16,0,Intel,Intel Core i7,3.514,Windows,1,0,0,1,1,1,1
HP,8,0,Intel,Intel Core i3,1.149,Windows,1,0,0,0,0,1,1
Dell,8,0,Intel,Intel Core i5,2.401,Windows,1,0,0,0,0,1,1
HP,16,0,Nvidia,Intel Dual Core,9.354,Windows,0,0,1,1,0,0,0
Lenovo,4,1,Intel,Intel Dual Core,1.012,Windows,1,0,0,0,0,1,1
HP,8,0,Intel,Intel Core i5,4.049,Windows,1,0,0,0,0,1,1
Asus,4,0,Nvidia,Intel Core i5,1.234,Linux,0,0,0,0,0,0,0
Lenovo,4,0,Intel,Intel Core i5,2.336,Windows,1,0,0,0,0,1,1
Asus,4,0,Intel,Intel Core i7,1.811,Windows,1,0,0,0,1,1,1
Lenovo,8,1,Intel,Intel Core i5,2.555,Windows,1,0,0,0,0,1,1
HP,8,0,Nvidia,Intel Core i5,2.342,Windows,0,0,0,0,0,0,0
HP,8,0,Nvidia,Intel Core i7,3.327,Windows,1,0,0,0,1,0,0
Dell,16,0,Nvidia,Intel Core i7,6.114,Windows,1,1,1,1,1,0,0
Acer,4,0,Intel,Intel Core i5,1.277,Windows,1,0,0,0,0,1,1
Lenovo,8,0,Nvidia,Intel Core i7,2.233,Windows,1,0,0,0,1,0,0
Dell,16,0,Intel,Intel Core i7,3.962,Windows,1,0,0,1,1,1,1
Google,8,1,Intel,Intel Core i5,3.323,Linux,1,0,0,0,0,1,1
Asus,8,0,Intel,Intel Core i5,2.406,Windows,1,0,0,0,0,1,1
Dell,4,0,Intel,Intel Core i3,1.809,Windows,1,0,0,0,0,1,1
Acer,4,0,Intel,Intel Core i5,1.396,Windows,1,0,0,0,0,1,1
Asus,4,0,Nvidia,Intel Dual Core,1.002,Windows,0,0,0,0,0,0,0
Dell,16,1,Nvidia,Intel Core i7,2.342,Windows,1,1,1,1,1,0,0
Samsung,8,1,Intel,Intel Core i7,3.408,Windows,1,0,0,0,1,1,1
Acer,4,0,Intel,Intel Dual Core,0.635,Linux,1,0,0,0,0,1,1
Dell,16,0,AMD,Intel Core i7,2.518,Windows,1,1,1,1,1,0,0
Samsung,16,1,AMD,Intel Core i7,3.834,Windows,1,1,1,1,1,0,0
Toshiba,4,0,Intel,Intel Core i5,2.174,Windows,1,0,0,0,0,1,1
Dell,8,0,Nvidia,Intel Core i7,2.342,Windows,1,0,0,0,1,0,0
HP,4,0,Intel,Intel Core i5,2.651,Windows,1,0,0,0,0,1,1
Asus,12,1,Nvidia,Intel Core i7,1.788,Windows,1,0,0,0,1,0,0
Lenovo,16,0,Nvidia,Intel Core i7,5.051,Windows,1,1,1,1,1,0,0
Acer,4,0,Intel,Intel Core i3,1.355,Windows,1,0,0,0,0,1,1
Razer,16,0,Nvidia,Intel Core i7,6.178,Windows,1,1,1,1,1,0,0
Asus,8,0,Intel,Intel Dual Core,1.24,Windows,1,0,0,0,0,1,1
Dell,32,0,Nvidia,Intel Core i7,7.648,Windows,1,1,1,1,1,0,0
Asus,16,0,Nvidia,Intel Core i7,5.008,Windows,1,1,1,1,1,0,0
Toshiba,16,0,Nvidia,Intel Core i7,3.759,Windows,1,1,1,1,1,0,0
Lenovo,8,0,Intel,Intel Dual Core,0.701,Linux,1,0,0,0,0,1,1
Lenovo,16,0,Intel,Intel Core i7,4.9,Windows,1,0,0,1,1,1,1
MSI,16,0,Nvidia,Intel Core i7,4.03,Windows,1,1,1,1,1,0,0
MSI,8,0,Nvidia,Intel Core i5,2.321,Windows,0,0,0,0,0,0,0
Lenovo,4,0,Nvidia,Intel Core i7,2.129,Windows,1,0,0,0,1,0,0
Acer,16,0,Nvidia,Intel Core i7,4.9,Windows,1,1,1,1,1,0,0
Dell,8,0,Nvidia,Intel Core i5,2.099,Windows,0,0,0,0,0,0,0
Asus,8,0,Nvidia,Intel Core i7,2.854,Windows,1,0,0,0,1,0,0
Vero,4,0,Intel,Intel Dual Core,0.432,Windows,1,0,0,0,0,1,1
Lenovo,8,1,Intel,Intel Core i7,4.198,Windows,1,0,0,0,1,1,1
Lenovo,8,1,AMD,Intel Core i5,2.044,Windows,0,0,0,0,0,0,0
Apple,8,0,Intel,Intel Dual Core,2.483,Mac,1,0,0,0,0,1,1
Lenovo,8,1,Intel,Intel Core i5,4.966,Windows,1,0,0,0,0,1,1
Asus,4,0,Intel,Intel Dual Core,0.637,Windows,1,0,0,0,0,1,1
Dell,8,0,Intel,Intel Core i5,1.726,Windows,1,0,0,0,0,1,1
Lenovo,8,1,Intel,Intel Core i7,2.875,Windows,1,0,0,0,1,1,1
Dell,8,0,AMD,Intel Core i3,1.575,Windows,1,0,0,0,0,1,1
HP,8,0,Nvidia,Intel Core i7,4.401,Windows,1,0,0,0,1,0,0
Asus,8,0,Intel,Intel Core i5,2.342,Windows,1,0,0,0,0,1,1
Dell,8,0,Intel,Intel Core i5,3.195,Windows,1,0,0,0,0,1,1
Dell,8,1,Nvidia,Intel Core i5,3.727,Windows,0,0,0,0,0,0,0
Dell,4,0,Intel,Intel Dual Core,1.586,Windows,1,0,0,0,0,1,1
HP,8,0,Intel,Intel Core i5,2.96,Windows,1,0,0,0,0,1,1
Toshiba,4,0,Intel,Intel Core i5,1.662,Windows,1,0,0,0,0,1,1
HP,8,0,AMD,AMD Processor,1.341,Windows,0,0,0,0,0,0,0
Dell,16,0,Nvidia,Intel Core i7,3.578,Windows,1,1,1,1,1,0,0
Lenovo,4,0,Nvidia,Intel Core i5,1.298,Windows,0,0,0,0,0,0,0
HP,12,0,AMD,Intel Core i7,3.727,Windows,1,0,0,0,1,0,0
MSI,16,0,Nvidia,Intel Core i7,5.147,Windows,1,1,1,1,1,0,0
Samsung,8,0,Intel,Intel Core i5,3.195,Windows,1,0,0,0,0,1,1
Dell,8,0,Nvidia,Intel Core i7,2.048,Windows,1,0,0,0,1,0,0
Dell,8,0,AMD,Intel Core i5,1.683,Windows,0,0,0,0,0,0,0
Lenovo,8,0,Intel,Intel Core i7,3.962,Windows,1,0,0,0,1,1,1
Razer,16,1,Intel,Intel Core i7,3.834,Windows,1,0,0,1,1,1,1
HP,4,0,Intel,Intel Dual Core,0.821,Linux,1,0,0,0,0,1,1
Dell,16,0,Nvidia,Intel Core i7,5.339,Windows,1,1,1,1,1,0,0
Dell,4,0,Intel,Intel Core i5,1.609,Windows,1,0,0,0,0,1,1
Lenovo,4,0,Intel,Intel Core i3,1.044,Windows,1,0,0,0,0,1,1
Toshiba,4,0,Intel,Intel Core i5,2.323,Windows,1,0,0,0,0,1,1
Lenovo,8,0,Intel,Intel Core i7,5.326,Windows,1,0,0,0,1,1,1
MSI,8,0,Nvidia,Intel Core i5,2.555,Windows,0,0,0,0,0,0,0
Lenovo,8,0,Intel,Intel Core i5,3.996,Windows,1,0,0,0,0,1,1
Toshiba,4,0,Intel,Intel Dual Core,1.063,Windows,1,0,0,0,0,1,1
Asus,8,1,Intel,Intel Core i5,2.894,Windows,1,0,0,0,0,1,1
Dell,4,0,Intel,Intel Core i3,1.247,Windows,1,0,0,0,0,1,1
Acer,4,0,Intel,Intel Dual Core,0.757,Linux,1,0,0,0,0,1,1
Acer,8,0,Intel,Intel Core i3,1.319,Windows,1,0,0,0,0,1,1
Razer,32,1,Nvidia,Intel Core i7,11.719,Windows,1,1,1,1,1,0,0
Lenovo,16,0,Intel,Intel Core i7,4.473,Windows,1,0,0,1,1,1,1
Asus,4,0,Nvidia,Intel Core i5,1.106,Linux,0,0,0,0,0,0,0
Lenovo,8,0,Intel,Intel Core i5,2.528,Windows,1,0,0,0,0,1,1
Lenovo,8,0,Intel,Intel Core i5,3.516,Windows,1,0,0,0,0,1,1
Dell,16,0,Nvidia,Intel Core i7,5.913,Windows,1,1,1,1,1,0,0
Asus,16,0,Nvidia,Intel Core i7,5.155,Windows,1,1,1,1,1,0,0
Toshiba,4,0,Intel,Intel Core i3,1.426,Windows,1,0,0,0,0,1,1
Lenovo,4,0,Intel,Intel Dual Core,0.693,Linux,1,0,0,0,0,1,1
Asus,8,0,Intel,Intel Core i5,1.257,Windows,1,0,0,0,0,1,1
Asus,16,0,Nvidia,Intel Core i7,3.834,Windows,1,1,1,1,1,0,0
Dell,32,0,Nvidia,Intel Core i7,6.549,Windows,1,1,1,1,1,0,0
HP,8,0,Nvidia,Intel Core i5,1.939,Windows,0,0,0,0,0,0,0
Dell,8,0,Intel,Intel Core i5,1.522,Windows,1,0,0,0,0,1,1
HP,8,0,Intel,Intel Core i7,3.985,Windows,1,0,0,0,1,1,1
Dell,4,0,AMD,Intel Core i7,1.575,Windows,1,0,0,0,1,0,0
HP,4,1,Intel,Intel Dual Core,1.311,Linux,1,0,0,0,0,1,1
Asus,8,0,Nvidia,Intel Core i5,2.187,Windows,0,0,0,0,0,0,0
HP,8,1,Intel,Intel Core i5,4.853,Windows,1,0,0,0,0,1,1
HP,8,0,Intel,Intel Core i7,3.129,Windows,1,0,0,0,1,1,1
HP,4,0,Intel,Intel Dual Core,0.637,Linux,1,0,0,0,0,1,1
Asus,16,0,Nvidia,Intel Core i7,4.047,Windows,1,1,1,1,1,0,0
Dell,8,0,AMD,Intel Core i7,1.843,Linux,1,0,0,0,1,0,0
Lenovo,8,0,Nvidia,Intel Core i7,4.056,Windows,1,0,0,0,1,0,0
Asus,8,0,Nvidia,Intel Core i7,1.677,Windows,1,0,0,0,1,0,0
Dell,8,0,Intel,Intel Core i5,2.014,Windows,1,0,0,0,0,1,1
Asus,4,0,Intel,Intel Dual Core,0.957,Windows,1,0,0,0,0,1,1
HP,8,1,Intel,Intel Core i7,5.454,Windows,1,0,0,0,1,1,1
Dell,8,1,Intel,Intel Core i5,1.383,Windows,1,0,0,0,0,1,1
Lenovo,4,0,Intel,Intel Core i3,1.0,Linux,1,0,0,0,0,1,1
Lenovo,8,0,Intel,Intel Core i5,1.813,Windows,1,0,0,0,0,1,1
HP,8,0,AMD,Intel Core i5,2.875,Windows,0,0,0,0,0,0,0
Toshiba,4,0,Intel,Intel Core i5,2.739,Windows,1,0,0,0,0,1,1
Lenovo,8,0,Nvidia,Intel Core i5,2.167,Linux,0,0,0,0,0,0,0
Dell,16,1,Intel,Intel Core i7,4.774,Windows,1,0,0,1,1,1,1
HP,4,0,Intel,Intel Core i5,1.939,Windows,1,0,0,0,0,1,1
Toshiba,8,0,Intel,Intel Core i5,2.334,Windows,1,0,0,0,0,1,1
Lenovo,8,1,Intel,Intel Core i7,4.156,Windows,1,0,0,0,1,1,1
Acer,8,0,Intel,Intel Core i5,1.922,Windows,1,0,0,0,0,1,1
Dell,8,0,Nvidia,Intel Core i7,3.789,Windows,1,0,0,0,1,0,0
Lenovo,4,0,Intel,Intel Core i5,2.248,Windows,1,0,0,0,0,1,1
Lenovo,4,0,AMD,Intel Core i3,1.021,Linux,1,0,0,0,0,1,1
Toshiba,8,0,Intel,Intel Core i7,2.958,Windows,1,0,0,0,1,1,1
Lenovo,4,0,Intel,Intel Core i3,1.566,Windows,1,0,0,0,0,1,1
Samsung,16,0,Nvidia,Intel Core i7,3.941,Windows,1,1,1,1,1,0,0
Dell,8,0,Intel,Intel Core i7,3.602,Windows,1,0,0,0,1,1,1
Asus,4,0,Intel,Intel Dual Core,0.85,Linux,1,0,0,0,0,1,1
Xiaomi,8,0,Nvidia,Intel Core i5,1.993,Windows,0,0,0,0,0,0,0
Dell,4,0,Nvidia,Intel Core i5,1.945,Windows,0,0,0,0,0,0,0
HP,4,0,Intel,Intel Core i5,1.788,Windows,1,0,0,0,0,1,1
HP,4,1,Intel,Intel Core i5,3.623,Windows,1,0,0,0,0,1,1
HP,4,1,Intel,Intel Core i5,1.459,Windows,1,0,0,0,0,1,1
Asus,4,0,Intel,Intel Dual Core,0.742,Windows,1,0,0,0,0,1,1
Lenovo,8,0,Nvidia,Intel Core i7,1.426,Windows,1,0,0,0,1,0,0
Dell,4,0,Intel,Intel Dual Core,0.786,Windows,1,0,0,0,0,1,1
HP,4,1,Intel,Intel Core i5,3.834,Windows,1,0,0,0,0,1,1
Dell,4,0,AMD,Intel Core i3,0.971,Linux,1,0,0,0,0,1,1
Asus,12,0,Nvidia,Intel Core i5,2.92,Windows,0,0,0,0,0,0,0
Acer,4,0,Intel,Intel Dual Core,0.633,Linux,1,0,0,0,0,1,1
Lenovo,4,0,AMD,AMD Processor,0.808,Windows,0,0,0,0,0,0,0
HP,4,0,Intel,Intel Core i5,2.696,Windows,1,0,0,0,0,1,1
HP,16,1,Intel,Intel Core i7,2.982,Windows,1,0,0,1,1,1,1
Samsung,8,0,Intel,Intel Core i7,3.621,Windows,1,0,0,0,1,1,1
Lenovo,8,0,Intel,Intel Core i5,3.834,Windows,1,0,0,0,0,1,1
MSI,16,0,Nvidia,Intel Core i7,5.646,Windows,1,1,1,1,1,0,0
Toshiba,8,0,Intel,Intel Core i5,3.144,Windows,1,0,0,0,0,1,1
Dell,8,0,Nvidia,Intel Core i7,1.98,Linux,1,0,0,0,1,0,0
HP,8,0,Nvidia,Intel Core i7,1.918,Windows,1,0,0,0,1,0,0
Dell,4,0,AMD,Intel Core i3,1.309,Windows,1,0,0,0,0,1,1
Dell,8,0,Intel,Intel Core i5,1.993,Windows,1,0,0,0,0,1,1
Dell,8,1,Intel,Intel Core i7,4.29,Windows,1,0,0,0,1,1,1
Asus,32,0,Nvidia,Intel Core i7,2.726,Windows,1,1,1,1,1,0,0
Dell,16,1,Intel,Intel Core i7,3.514,Windows,1,0,0,1,1,1,1
Lenovo,8,0,Intel,Intel Core i7,4.367,Windows,1,0,0,0,1,1,1
Lenovo,8,0,Intel,Intel Core i5,4.184,Windows,1,0,0,0,0,1,1
LG,16,1,Intel,Intel Core i7,4.473,Windows,1,0,0,1,1,1,1
HP,8,0,Intel,Intel Core i7,3.161,Windows,1,0,0,0,1,1,1
Acer,4,0,Intel,Intel Dual Core,0.765,Linux,1,0,0,0,0,1,1
Lenovo,8,0,Nvidia,Intel Core i5,1.682,Windows,0,0,0,0,0,0,0
LG,8,1,Intel,Intel Core i7,4.047,Windows,1,0,0,0,1,1,1
Dell,8,0,Intel,Intel Core i5,2.568,Windows,1,0,0,0,0,1,1
HP,8,1,Intel,Intel Dual Core,6.607,Windows,1,0,0,0,0,1,1
Lenovo,6,0,Nvidia,Intel Core i7,1.682,Windows,1,0,0,0,1,0,0
HP,8,0,Nvidia,Intel Core i7,2.172,Windows,1,0,0,0,1,0,0
Acer,4,0,Intel,Intel Core i3,1.063,Windows,1,0,0,0,0,1,1
Lenovo,4,0,Intel,Intel Core i5,1.878,Windows,1,0,0,0,0,1,1
HP,8,0,Intel,Intel Core i5,2.046,Windows,1,0,0,0,0,1,1
MSI,16,0,Nvidia,Intel Core i7,3.408,Windows,1,1,1,1,1,0,0
Dell,16,0,Nvidia,Intel Core i7,2.875,Windows,1,1,1,1,1,0,0
MSI,8,0,Nvidia,Intel Core i5,2.387,Windows,0,0,0,0,0,0,0
Dell,4,0,AMD,Intel Core i5,1.46,Windows,0,0,0,0,0,0,0
HP,8,0,AMD,Intel Core i7,2.764,Windows,1,0,0,0,1,0,0
HP,8,1,Intel,Intel Core i7,2.449,Windows,1,0,0,0,1,1,1
Toshiba,16,0,Nvidia,Intel Core i7,4.209,Windows,1,1,1,1,1,0,0
Lenovo,8,1,Intel,Intel Core i5,3.889,Windows,1,0,0,0,0,1,1
Dell,4,0,Intel,Intel Core i5,1.556,Windows,1,0,0,0,0,1,1
Lenovo,8,0,Intel,Intel Core i7,3.516,Windows,1,0,0,0,1,1,1
HP,8,0,Intel,Intel Core i5,2.483,Windows,1,0,0,0,0,1,1
Dell,4,0,Intel,Intel Core i5,1.509,Windows,1,0,0,0,0,1,1
HP,4,0,Intel,Intel Core i5,2.449,Windows,1,0,0,0,0,1,1
Lenovo,4,0,Intel,Intel Dual Core,0.659,Windows,1,0,0,0,0,1,1
HP,4,0,Intel,Intel Core i5,3.365,Windows,1,0,0,0,0,1,1
HP,4,0,Intel,Intel Dual Core,0.616,Linux,1,0,0,0,0,1,1
Lenovo,16,1,Intel,Intel Core i7,3.834,Windows,1,0,0,1,1,1,1
Toshiba,4,0,Intel,Intel Core i5,2.355,Windows,1,0,0,0,0,1,1
HP,8,0,Intel,Intel Core i5,3.557,Windows,1,0,0,0,0,1,1
Dell,4,0,Intel,Intel Core i3,1.19,Windows,1,0,0,0,0,1,1
MSI,8,0,Nvidia,Intel Core i7,2.555,Windows,1,0,0,0,1,0,0
Dell,8,0,Intel,Intel Core i5,3.493,Windows,1,0,0,0,0,1,1
Dell,16,0,Nvidia,Intel Core i7,5.878,Windows,1,1,1,1,1,0,0
HP,8,0,Nvidia,Intel Core i5,2.982,Windows,0,0,0,0,0,0,0
Asus,4,0,Nvidia,Intel Dual Core,1.13,Windows,0,0,0,0,0,0,0
Acer,4,0,Intel,Intel Core i5,1.319,Windows,1,0,0,0,0,1,1
Toshiba,8,0,Intel,Intel Core i5,2.385,Windows,1,0,0,0,0,1,1
Lenovo,8,1,Intel,Intel Dual Core,2.768,Windows,1,0,0,0,0,1,1
Lenovo,16,0,AMD,AMD Processor,2.129,Windows,0,0,1,1,0,0,0
Dell,8,1,Intel,Intel Core i5,3.138,Windows,1,0,0,0,0,1,1
Lenovo,8,0,Nvidia,Intel Core i7,1.46,Linux,1,0,0,0,1,0,0
Dell,4,0,AMD,Intel Core i3,1.404,Windows,1,0,0,0,0,1,1
Acer,4,0,Intel,Intel Dual Core,0.744,Linux,1,0,0,0,0,1,1
HP,8,0,Nvidia,Intel Core i7,4.793,Windows,1,0,0,0,1,0,0
Dell,8,0,Intel,Intel Core i7,3.783,Windows,1,0,0,0,1,1,1
Toshiba,8,0,Intel,Intel Core i5,3.112,Windows,1,0,0,0,0,1,1
Asus,8,0,Intel,Intel Dual Core,2.47,Linux,1,0,0,0,0,1,1
Lenovo,8,0,Intel,Intel Core i7,3.173,Windows,1,0,0,0,1,1,1
Dell,16,0,Nvidia,Intel Core i7,6.722,Windows,1,1,1,1,1,0,0
Dell,8,1,Intel,Intel Core i5,4.047,Windows,1,0,0,0,0,1,1
HP,4,1,Intel,Intel Dual Core,1.652,Windows,1,0,0,0,0,1,1
Dell,8,0,Intel,Intel Core i7,2.702,Windows,1,0,0,0,1,1,1
Acer,4,1,Intel,Intel Dual Core,0.829,Linux,1,0,0,0,0,1,1
Toshiba,8,0,Intel,Intel Core i5,3.271,Windows,1,0,0,0,0,1,1
Lenovo,8,0,Intel,Intel Core i5,3.751,Windows,1,0,0,0,0,1,1
Acer,12,0,Nvidia,Intel Core i5,2.15,Windows,0,0,0,0,0,0,0
Toshiba,8,1,Intel,Intel Core i7,3.815,Windows,1,0,0,0,1,1,1
HP,8,0,Nvidia,Intel Core i5,1.804,Windows,0,0,0,0,0,0,0
Dell,4,0,AMD,Intel Core i3,0.992,Linux,1,0,0,0,0,1,1
Dell,4,0,Intel,Intel Core i5,1.758,Windows,1,0,0,0,0,1,1
HP,4,0,Intel,Intel Core i3,1.46,Windows,1,0,0,0,0,1,1
Dell,32,0,Nvidia,Intel Core i7,6.711,Windows,1,1,1,1,1,0,0
Lenovo,6,0,Nvidia,Intel Core i5,1.481,Windows,0,0,0,0,0,0,0
Dell,16,1,Intel,Intel Core i7,4.047,Windows,1,0,0,1,1,1,1
