Company,Ram,Touchscreen,Gpu_brand,Cpu_brand,P,os
Lenovo,8,0,Intel,Intel Core i5,3.751,Windows
Acer,12,0,Nvidia,Intel Core i5,2.15,Windows
Toshiba,8,1,Intel,Intel Core i7,3.815,Windows
HP,8,0,Nvidia,Intel Core i5,1.804,Windows
Dell,4,0,AMD,Intel Core i3,0.992,Linux
Dell,4,0,Intel,Intel Core i5,1.758,Windows
HP,4,0,Intel,Intel Core i3,1.46,Windows
Dell,32,0,Nvidia,Intel Core i7,6.711,Windows
Lenovo,6,0,Nvidia,Intel Core i5,1.481,Windows
Dell,16,1,Intel,Intel Core i7,4.047,Windows
Dell,8,1,Intel,Intel Core i7,4.184,Windows
Dell,32,0,Nvidia,Intel Core i7,5.967,Windows
Toshiba,8,0,Intel,Intel Core i5,2.515,Windows
Asus,16,0,Nvidia,Intel Core i7,4.369,Windows
HP,8,0,Nvidia,Intel Core i5,2.086,Windows
Lenovo,4,0,Intel,Intel Core i5,2.135,Windows
Asus,16,1,Nvidia,Intel Core i7,3.834,Windows
HP,6,0,Intel,Intel Core i7,1.234,Windows
Asus,16,0,Nvidia,Intel Core i7,3.727,Windows
Dell,12,1,Intel,Intel Core i7,2.768,Windows
Toshiba,4,0,Intel,Intel Core i5,2.547,Windows
Lenovo,6,0,AMD,AMD Processor,1.17,Windows
Fujitsu,4,0,Intel,Intel Core i5,1.383,Windows
Toshiba,4,0,Intel,Intel Core i5,1.95,Windows
Dell,4,0,AMD,Intel Core i5,1.277,Windows
HP,8,0,Intel,Intel Core i5,1.718,Windows
Lenovo,8,0,Nvidia,Intel Core i7,2.534,Windows
Dell,8,0,AMD,Intel Core i7,1.596,Windows
Dell,8,0,Intel,Intel Core i5,2.385,Windows
HP,8,0,Intel,Intel Dual Core,4.066,Windows
HP,4,0,AMD,Intel Core i3,1.063,Windows
Lenovo,4,0,Intel,Intel Dual Core,0.577,Linux
Lenovo,8,0,Intel,Intel Core i5,2.875,Windows
Dell,8,1,Intel,Intel Core i5,1.895,Windows
Asus,8,0,Intel,Intel Core i5,2.451,Windows
HP,8,1,Intel,Intel Core i7,2.875,Windows
Acer,4,0,Intel,Intel Dual Core,0.81,Windows
Asus,16,0,Nvidia,Intel Core i7,3.834,Windows
HP,8,0,Intel,Intel Core i7,4.452,Windows
Acer,8,0,Nvidia,Intel Core i7,2.685,Windows
HP,8,0,Intel,Intel Core i5,2.534,Windows
Dell,4,0,Intel,Intel Core i3,1.166,Windows
HP,4,0,Intel,Intel Core i5,1.66,Windows
Toshiba,4,0,Intel,Intel Core i5,2.547,Windows
HP,4,0,Intel,Intel Core i5,2.344,Windows
HP,4,0,Intel,Intel Core i5,2.568,Windows
HP,8,0,Intel,Intel Core i7,3.088,Windows
HP,8,0,Nvidia,Intel Core i5,2.236,Windows
HP,4,0,Intel,Intel Core i3,1.458,Windows
Dell,8,0,Nvidia,Intel Core i5,2.023,Windows
HP,4,0,Intel,Intel Core i5,3.28,Windows
HP,4,0,Intel,Intel Core i5,3.389,Windows
HP,8,0,Intel,Intel Core i7,4.022,Windows
HP,4,0,Intel,Intel Core i3,1.705,Windows
Toshiba,8,0,Intel,Intel Core i5,2.579,Windows
HP,4,0,Intel,Intel Core i3,1.641,Windows
Lenovo,16,0,Nvidia,Intel Core i7,6.325,Windows
Toshiba,8,0,Intel,Intel Core i5,3.175,Windows
HP,8,0,Intel,Intel Core i7,4.75,Windows
Dell,4,1,Intel,Intel Core i3,1.696,Windows
Toshiba,8,0,Intel,Intel Core i5,3.389,Windows
HP,8,0,Intel,Intel Core i5,2.449,Windows
HP,8,0,Nvidia,Intel Core i7,2.526,Windows
Dell,8,0,Intel,Intel Core i5,2.23,Windows
HP,4,0,Intel,Intel Core i5,3.323,Windows
HP,4,0,Intel,Intel Core i5,2.534,Windows
HP,4,0,Intel,Intel Core i5,2.259,Windows
Dell,8,1,Intel,Intel Core i5,3.461,Windows
HP,8,0,Nvidia,Intel Core i5,2.302,Windows
HP,4,0,Intel,Intel Core i5,2.074,Windows
Acer,6,0,AMD,AMD Processor,0.872,Windows
MSI,8,0,Nvidia,Intel Core i7,2.54,Windows
HP,8,0,Intel,Intel Core i5,2.547,Windows
HP,8,0,Intel,Intel Core i7,2.619,Windows
HP,8,0,Intel,Intel Core i7,2.875,Windows
HP,4,0,Intel,Intel Core i5,1.581,Windows
Toshiba,8,0,Intel,Intel Core i7,3.676,Windows
Dell,8,0,Intel,Intel Core i5,2.265,Windows
HP,8,0,Intel,Intel Core i5,2.154,Windows
Lenovo,4,1,Intel,Intel Core i7,1.805,Windows
Vero,2,0,Intel,Intel Dual Core,0.449,Windows
Toshiba,16,0,Nvidia,Intel Core i7,3.037,Windows
Lenovo,8,0,Intel,Intel Core i5,2.237,Windows
HP,4,0,Intel,Intel Core i5,2.131,Windows
HP,8,0,Intel,Intel Core i5,4.483,Windows
HP,8,0,Intel,Intel Core i5,3.131,Windows
MSI,16,0,Nvidia,Intel Core i7,3.294,Windows
Lenovo,16,0,Nvidia,Intel Core i7,4.88,Windows
Asus,4,0,Intel,Intel Dual Core,0.614,Linux
Lenovo,16,0,Intel,Intel Core i7,5.584,Windows
HP,8,0,Nvidia,Intel Core i7,2.086,Windows
Dell,8,1,Intel,Intel Core i5,2.332,Windows
HP,4,0,Intel,Intel Core i5,2.086,Windows
Dell,16,1,Intel,Intel Core i7,4.804,Windows
HP,4,0,Intel,Intel Core i3,1.503,Windows
HP,4,0,Intel,Intel Core i5,1.063,Linux
Acer,8,0,AMD,AMD Processor,0.957,Windows
Dell,12,1,Intel,Intel Core i7,2.768,Windows
MSI,16,0,Nvidia,Intel Core i7,3.877,Windows
HP,8,0,Intel,Intel Core i7,2.28,Windows
Asus,16,0,Nvidia,Intel Core i7,2.127,Linux
Dell,4,0,Intel,Intel Core i5,1.191,Windows
Dell,16,0,AMD,Intel Core i7,2.11,Windows
MSI,16,0,Nvidia,Intel Core i7,4.111,Windows
Dell,8,0,Intel,Intel Core i7,3.107,Windows
Dell,8,1,Intel,Intel Core i7,1.701,Windows
Dell,16,0,Nvidia,Intel Core i7,2.832,Windows
Apple,8,0,Intel,Intel Dual Core,2.771,Mac
Dell,4,0,Intel,Intel Core i3,1.027,Windows
HP,4,0,Intel,Intel Core i5,2.555,Windows
HP,8,0,Intel,Intel Core i5,2.555,Windows
HP,8,0,Intel,Intel Core i7,2.323,Windows
Lenovo,8,1,Intel,Intel Core i7,3.652,Windows
Lenovo,8,0,AMD,Intel Core i5,1.404,Windows
Lenovo,4,0,Nvidia,Intel Core i5,2.082,Windows
MSI,16,0,Nvidia,Intel Core i7,5.326,Windows
Lenovo,4,0,Intel,Intel Core i5,1.151,Windows
HP,4,0,Intel,Intel Core i5,2.003,Windows
Lenovo,8,1,Intel,Intel Dual Core,2.982,Windows
Lenovo,32,0,Nvidia,Intel Core i7,6.905,Windows
Lenovo,4,1,Intel,Intel Dual Core,1.377,Windows
HP,16,0,Intel,Intel Core i7,4.367,Windows
Dell,8,0,Intel,Intel Core i5,1.598,Windows
HP,4,0,Intel,Intel Core i5,2.197,Windows
HP,8,0,AMD,Intel Core i7,3.186,Windows
Lenovo,8,0,Intel,Intel Core i5,2.555,Windows
HP,4,0,Intel,Intel Dual Core,1.311,Linux
Acer,4,0,AMD,AMD Processor,0.825,Windows
Dell,4,0,Intel,Intel Dual Core,0.839,Linux
HP,4,0,Intel,Intel Core i3,0.737,Linux
Asus,8,0,Nvidia,Intel Core i7,3.408,Windows
Dell,4,0,AMD,Intel Core i5,1.744,Windows
HP,4,0,Intel,Intel Core i5,3.408,Windows
Acer,8,0,Nvidia,Intel Core i5,1.703,Windows
Dell,8,0,AMD,Intel Core i5,1.361,Windows
MSI,8,0,Nvidia,Intel Core i7,3.408,Windows
HP,4,0,Intel,Intel Dual Core,1.066,Windows
Asus,16,0,Nvidia,Intel Core i7,4.9,Windows
Dell,4,0,Intel,Intel Core i3,2.419,Windows
Dell,4,0,Intel,Intel Core i3,2.487,Windows
Acer,4,0,Intel,Intel Dual Core,0.445,Linux
HP,8,0,AMD,Intel Core i7,6.178,Windows
Lenovo,16,0,Nvidia,Intel Core i7,2.555,Windows
Dell,8,0,Intel,Intel Core i5,3.012,Windows
MSI,8,0,Nvidia,Intel Core i7,3.221,Windows
Lenovo,4,1,Intel,Intel Core i5,1.848,Windows
HP,4,0,AMD,AMD Processor,0.848,Windows
Asus,16,0,Nvidia,Intel Core i7,2.854,Windows
HP,8,1,Intel,Intel Dual Core,3.621,Windows
Dell,4,0,AMD,Intel Core i5,1.639,Windows
Lenovo,4,0,Intel,Intel Core i3,0.914,Windows
HP,8,0,Intel,Intel Core i7,4.196,Windows
Lenovo,4,1,Intel,Intel Dual Core,1.17,Linux
Dell,8,0,Intel,Intel Core i7,2.939,Windows
Lenovo,16,0,Nvidia,Intel Core i7,5.861,Windows
Razer,8,1,Intel,Intel Core i7,2.193,Windows
Toshiba,16,0,Intel,Intel Core i7,4.744,Windows
Asus,8,0,Nvidia,Intel Core i7,2.797,Windows
Vero,4,0,Intel,Intel Dual Core,0.418,Windows
HP,8,0,Intel,Intel Core i5,3.602,Windows
HP,8,0,Intel,Intel Core i5,3.225,Windows
Dell,4,0,Intel,Intel Core i5,1.116,Linux
Asus,4,0,Intel,Intel Core i3,0.927,Windows
Lenovo,8,1,Intel,Intel Core i7,3.557,Windows
Lenovo,4,1,Intel,Intel Dual Core,1.021,Windows
HP,8,0,Intel,Intel Core i5,4.039,Windows
Lenovo,8,0,Nvidia,Intel Core i5,2.108,Linux
HP,8,0,Nvidia,Intel Core i5,2.406,Windows
HP,8,0,Intel,Intel Core i7,1.341,Windows
Lenovo,8,1,Nvidia,Intel Core i7,4.37,Windows
Asus,4,0,Intel,Intel Dual Core,0.592,Windows
HP,8,0,Intel,Intel Core i7,1.603,Windows
Acer,4,0,Nvidia,Intel Core i5,1.313,Windows
Lenovo,16,0,AMD,Intel Core i7,2.342,Windows
HP,8,0,Nvidia,Intel Core i7,8.417,Windows
Dell,8,0,AMD,Intel Core i5,1.671,Windows
MSI,16,0,Nvidia,Intel Core i7,5.113,Windows
HP,8,0,Intel,Intel Core i7,4.628,Windows
Lenovo,16,1,Intel,Intel Core i7,5.2,Windows
MSI,8,0,Nvidia,Intel Core i7,2.436,Windows
HP,8,1,Intel,Intel Core i5,3.472,Windows
HP,8,0,Nvidia,Intel Core i7,4.75,Windows
HP,8,1,Intel,Intel Core i7,3.834,Windows
HP,8,0,Nvidia,Intel Core i7,4.047,Windows
HP,8,0,Intel,Intel Core i7,4.895,Windows
Dell,8,0,Nvidia,Intel Core i7,2.152,Windows
HP,8,0,Intel,Intel Core i5,3.365,Windows
Lenovo,8,1,Intel,Intel Core i7,4.985,Windows
Lenovo,4,0,Intel,Intel Core i3,0.722,Linux
HP,4,0,AMD,AMD Processor,0.633,Windows
Lenovo,8,0,AMD,Intel Core i5,1.277,Linux
Dell,8,0,Nvidia,Intel Core i7,2.555,Windows
Dell,8,1,Nvidia,Intel Core i5,4.797,Windows
HP,4,0,AMD,AMD Processor,1.021,Windows
MSI,16,0,Nvidia,Intel Core i7,3.181,Windows
Lenovo,12,0,Intel,Intel Core i7,4.9,Windows
Lenovo,8,0,AMD,Intel Core i5,1.68,Windows
HP,8,1,Intel,Intel Core i7,4.35,Windows
Lenovo,8,0,Intel,Intel Core i7,3.195,Windows
MSI,16,0,Nvidia,Intel Core i7,3.77,Windows
HP,8,0,Nvidia,Intel Core i7,1.916,Windows
Lenovo,8,0,Intel,Intel Core i3,0.978,Windows
HP,4,0,Intel,Intel Core i5,1.017,Linux
Dell,8,0,Nvidia,Intel Core i7,3.193,Windows
Lenovo,8,0,Intel,Intel Core i5,2.962,Windows
Lenovo,4,0,Nvidia,Intel Core i3,0.997,Windows
HP,2,0,Intel,Intel Dual Core,0.531,Windows
MSI,8,0,Nvidia,Intel Core i7,1.788,Windows
HP,8,0,Intel,Intel Core i7,1.447,Windows
HP,16,0,Intel,Intel Core i7,2.47,Windows
Asus,4,0,Intel,Intel Dual Core,0.786,Windows
Lenovo,4,0,Intel,Intel Core i5,0.848,Linux
Lenovo,8,0,Nvidia,Intel Core i7,1.511,Linux
Asus,4,0,Intel,Intel Core i3,1.639,Windows
Lenovo,4,0,Intel,Intel Core i7,1.758,Windows
Lenovo,16,0,Nvidia,Intel Core i7,2.781,Windows
MSI,16,0,Nvidia,Intel Core i7,4.589,Windows
HP,4,0,Intel,Intel Core i3,1.385,Windows
Lenovo,8,1,Intel,Intel Core i5,3.489,Windows
Lenovo,6,0,Nvidia,Intel Core i7,1.771,Windows
Dell,8,0,Nvidia,Intel Core i7,1.907,Linux
Acer,4,0,Intel,Intel Dual Core,0.71,Windows
HP,6,0,Nvidia,Intel Core i7,1.703,Windows
Asus,8,0,Nvidia,Intel Core i7,1.937,Windows
Dell,16,1,Intel,Intel Core i7,2.513,Windows
Acer,4,0,Nvidia,Intel Core i5,1.473,Windows
Dell,8,1,Intel,Intel Core i5,2.342,Linux
Acer,16,0,Nvidia,Intel Core i7,5.539,Windows
Lenovo,8,0,Nvidia,Intel Core i5,1.745,Windows
HP,4,0,Intel,Intel Core i5,1.034,Windows
Apple,8,0,Intel,Intel Dual Core,2.479,Mac
Dell,8,1,Intel,Intel Core i5,2.555,Windows
HP,12,0,Nvidia,Intel Core i7,2.828,Windows
Lenovo,4,0,AMD,Intel Core i3,0.784,Linux
Asus,16,0,Nvidia,Intel Core i7,4.582,Windows
Acer,4,0,Intel,Intel Dual Core,0.58,Linux
MSI,16,0,Nvidia,Intel Core i7,4.367,Windows
Dell,4,0,AMD,Intel Core i3,1.063,Windows
Lenovo,8,0,Nvidia,Intel Core i7,1.341,Linux
Dell,16,1,Intel,Intel Core i7,2.739,Windows
Dell,16,1,Intel,Intel Core i7,5.712,Windows
Asus,8,0,Nvidia,Intel Core i7,2.491,Windows
Dell,8,0,AMD,Intel Core i5,1.895,Windows
HP,8,0,Intel,Intel Core i5,1.234,Windows
Lenovo,4,0,AMD,AMD Processor,0.637,Windows
Acer,8,0,Nvidia,Intel Core i3,1.341,Windows
Asus,16,0,Nvidia,Intel Core i7,5.219,Windows
Apple,8,0,Intel,Intel Dual Core,2.726,Mac
Asus,16,0,Nvidia,Intel Core i7,3.727,Windows
MSI,16,0,Nvidia,Intel Core i7,4.154,Windows
Dell,8,1,Intel,Intel Core i5,2.129,Windows
Asus,16,0,Nvidia,Intel Core i7,4.154,Windows
Acer,2,0,Intel,Intel Dual Core,0.371,Linux
Acer,4,0,Nvidia,Intel Core i3,1.274,Windows
Lenovo,8,0,Intel,Intel Core i5,1.149,Linux
Lenovo,8,0,Nvidia,Intel Core i7,2.711,Windows
Acer,8,1,Intel,Intel Core i7,2.449,Windows
Lenovo,8,0,Intel,Intel Core i7,3.259,Windows
MSI,8,0,Nvidia,Intel Core i7,3.146,Windows
HP,6,0,AMD,AMD Processor,1.127,Windows
Dell,8,1,Intel,Intel Core i5,3.652,Windows
Dell,4,1,Intel,Intel Core i3,1.085,Windows
Asus,4,0,Intel,Intel Dual Core,0.659,Windows
Dell,8,1,Intel,Intel Core i7,3.148,Windows
Dell,4,0,Intel,Intel Core i5,1.112,Linux
Lenovo,16,1,Nvidia,Intel Core i7,2.193,Windows
MSI,8,0,Nvidia,Intel Core i7,2.449,Windows
Lenovo,16,1,Intel,Intel Core i7,3.516,Windows
Razer,16,0,Nvidia,Intel Core i7,7.457,Windows
Dell,8,1,Intel,Intel Core i3,1.0,Windows
MSI,16,0,Nvidia,Intel Core i7,3.406,Windows
Apple,4,0,Intel,Intel Core i5,2.044,Mac
HP,4,0,Intel,Intel Core i3,1.019,Windows
HP,8,0,Intel,Intel Core i7,4.685,Windows
Dell,4,0,Intel,Intel Core i5,1.571,Windows
MSI,8,0,Nvidia,Intel Core i7,2.491,Windows
Lenovo,16,0,Intel,Intel Core i7,3.195,Windows
Lenovo,6,0,AMD,AMD Processor,1.274,Windows
Asus,8,0,Intel,Intel Core i7,2.728,Windows
Acer,4,0,Intel,Intel Core i3,0.771,Linux
Dell,16,1,Nvidia,Intel Core i7,3.834,Windows
HP,4,0,Intel,Intel Core i5,2.344,Windows
Asus,16,0,Nvidia,Intel Core i7,3.41,Windows
Dell,4,0,Intel,Intel Core i5,1.865,Windows
Asus,16,0,Nvidia,Intel Core i7,4.955,Windows
Lenovo,8,0,Intel,Intel Core i5,1.221,Linux
Dell,8,1,Intel,Intel Core i5,3.864,Windows
Dell,4,0,Intel,Intel Dual Core,0.691,Linux
HP,4,0,AMD,AMD Processor,0.85,Windows
Lenovo,6,0,Nvidia,Intel Core i3,1.213,Windows
Lenovo,8,0,Intel,Intel Core i5,2.285,Windows
Dell,4,0,Intel,Intel Dual Core,0.946,Windows
Asus,4,0,Intel,Intel Dual Core,0.722,Windows
Asus,16,0,Nvidia,Intel Core i7,4.049,Windows
Dell,4,0,Intel,Intel Core i3,1.044,Windows
Lenovo,8,0,AMD,Intel Core i7,1.907,Windows
MSI,8,0,Nvidia,Intel Core i7,2.619,Windows
Lenovo,4,1,Intel,Intel Core i5,1.775,Windows
Asus,8,0,Intel,Intel Dual Core,1.554,Windows
Dell,6,0,Intel,Intel Core i3,0.978,Windows
Acer,4,0,Intel,Intel Dual Core,0.616,Linux
Dell,2,0,Intel,Intel Dual Core,0.808,Windows
Lenovo,8,0,Nvidia,Intel Core i7,1.916,Windows
HP,6,0,AMD,AMD Processor,1.172,Windows
Dell,8,0,AMD,Intel Core i7,1.718,Linux
HP,2,0,Intel,Intel Dual Core,0.445,Windows
Asus,4,0,Nvidia,Intel Core i7,1.535,Windows
Lenovo,4,1,Intel,Intel Core i7,1.36,Windows
Lenovo,16,1,Intel,Intel Core i7,3.195,Windows
Lenovo,2,0,Intel,Intel Dual Core,0.488,Windows
HP,6,0,AMD,Intel Core i7,1.628,Windows
Asus,4,0,Intel,Intel Dual Core,0.786,Windows
Asus,8,0,Intel,Intel Dual Core,1.554,Windows
Dell,6,0,Intel,Intel Core i3,0.978,Windows
Acer,4,0,Intel,Intel Dual Core,0.616,Linux
Dell,2,0,Intel,Intel Dual Core,0.808,Windows
Lenovo,8,0,Nvidia,Intel Core i7,1.916,Windows
HP,6,0,AMD,AMD Processor,1.172,Windows
Dell,8,0,AMD,Intel Core i7,1.718,Linux
HP,2,0,Intel,Intel Dual Core,0.445,Windows
Asus,4,0,Nvidia,Intel Core i7,1.535,Windows
Lenovo,4,1,Intel,Intel Core i7,1.36,Windows
Lenovo,16,1,Intel,Intel Core i7,3.195,Windows
Lenovo,2,0,Intel,Intel Dual Core,0.488,Windows
HP,6,0,AMD,Intel Core i7,1.628,Windows
Asus,4,0,Intel,Intel Dual Core,0.786,Windows
Asus,8,0,Intel,Intel Dual Core,1.554,Windows
Dell,6,0,Intel,Intel Core i3,0.978,Windows
Acer,4,0,Intel,Intel Dual Core,0.616,Linux
Dell,2,0,Intel,Intel Dual Core,0.808,Windows
Lenovo,8,0,Nvidia,Intel Core i7,1.916,Windows
HP,6,0,AMD,AMD Processor,1.172,Windows
Dell,8,0,AMD,Intel Core i7,1.718,Linux
HP,2,0,Intel,Intel Dual Core,0.445,Windows
Asus,4,0,Nvidia,Intel Core i7,1.535,Windows
Lenovo,4,1,Intel,Intel Core i7,1.36,Windows
Lenovo,16,1,Intel,Intel Core i7,3.195,Windows
Lenovo,2,0,Intel,Intel Dual Core,0.488,Windows
HP,6,0,AMD,Intel Core i7,1.628,Windows
Asus,4,0,Intel,Intel Dual Core,0.786,Windows
