M,G,MD,W,AI,S,O,P,os,Company,Touchscreen,Cpu_brand,Ram,Gpu_brand
1,0,0,0,0,1,1,2.585,Windows,Toshiba,0,Intel Core i5,8,Intel
1,0,0,0,1,1,1,3.376,Windows,Lenovo,0,Intel Core i7,8,Intel
1,1,1,1,1,0,0,5.965,Windows,Asus,0,Intel Core i7,32,Nvidia
0,0,0,0,0,0,0,1.511,Linux,Acer,0,Intel Core i5,8,Nvidia
1,0,0,0,0,1,1,3.09,Windows,Dell,0,Intel Core i5,8,Intel
1,0,0,0,1,0,0,2.54,Windows,MSI,0,Intel Core i7,8,Nvidia
1,0,0,0,0,1,1,0.778,Linux,HP,0,Intel Core i3,4,Intel
1,0,0,0,0,1,1,2.268,Windows,Toshiba,0,Intel Core i5,8,Intel
1,0,0,0,1,0,0,1.959,Windows,Dell,0,Intel Core i7,8,AMD
1,1,1,1,1,0,0,2.419,Windows,Dell,0,Intel Core i7,16,AMD
1,0,0,0,1,0,0,2.549,Windows,Lenovo,0,Intel Core i7,8,Nvidia
1,1,1,1,1,0,0,6.708,Windows,Dell,0,Intel Core i7,32,Nvidia
1,0,0,0,0,1,1,2.619,Windows,Dell,0,Intel Core i5,8,Intel
1,0,0,0,0,1,1,0.893,Windows,Lenovo,0,Intel Dual Core,4,Intel
1,0,0,0,0,1,1,1.14,Windows,Lenovo,0,Intel Core i5,4,Intel
1,0,0,0,0,1,1,1.149,Windows,HP,0,Intel Core i3,6,AMD
1,0,0,0,1,0,0,3.169,Windows,MSI,0,Intel Core i7,8,Nvidia
1,0,0,0,0,1,1,1.061,Windows,Toshiba,0,Intel Core i3,4,Intel
1,0,0,0,0,1,1,2.035,Windows,Dell,0,Intel Core i5,8,Intel
1,0,0,0,1,0,0,1.588,Windows,HP,0,Intel Core i7,8,AMD
1,0,0,0,0,1,1,2.681,Windows,Toshiba,0,Intel Core i5,8,Intel
1,0,0,0,0,1,1,0.878,Linux,Acer,0,Intel Core i3,4,Intel
1,0,0,0,1,1,1,3.981,Windows,Microsoft,1,Intel Core i7,8,Intel
0,0,0,0,0,0,0,1.743,Windows,Lenovo,0,Intel Core i5,8,AMD
1,0,0,0,0,1,1,2.204,Windows,Lenovo,1,Intel Core i5,8,Intel
0,0,0,0,0,0,0,0.744,Windows,Lenovo,0,AMD Processor,4,AMD
1,0,0,0,0,1,1,1.49,Windows,HP,1,Intel Core i3,4,Nvidia
1,1,1,1,1,0,0,2.758,Windows,MSI,0,Intel Core i7,16,Nvidia
1,0,0,0,0,1,1,2.419,Windows,Asus,0,Intel Core i5,8,Intel
1,0,0,0,0,1,1,1.055,Linux,HP,1,Intel Dual Core,8,Intel
1,0,0,0,1,1,1,4.9,Windows,LG,0,Intel Core i7,8,Intel
0,0,1,1,0,0,0,2.768,Windows,Acer,0,Intel Core i5,16,Nvidia
0,0,0,0,0,0,0,2.127,Windows,MSI,0,Intel Core i5,8,Nvidia
1,0,0,0,0,1,1,0.893,Windows,Asus,0,Intel Dual Core,4,Intel
0,0,1,1,0,0,0,4.371,Windows,Dell,0,Intel Core i5,16,Nvidia
1,0,0,0,0,1,1,1.49,Windows,HP,0,Intel Core i3,4,AMD
1,0,0,0,1,1,1,3.195,Windows,Lenovo,1,Intel Core i7,8,Intel
1,1,1,1,1,0,0,5.997,Windows,Dell,0,Intel Core i7,16,Nvidia
0,0,0,0,0,0,0,1.306,Windows,HP,0,Intel Core i5,4,AMD
1,0,0,0,0,1,1,1.163,Windows,Dell,0,Intel Core i3,4,AMD
0,0,0,0,0,0,0,1.213,Windows,HP,0,AMD Processor,6,AMD
1,0,0,0,0,1,1,0.678,Windows,Lenovo,0,Intel Dual Core,4,Intel
1,0,0,0,0,1,1,0.799,Linux,Acer,0,Intel Dual Core,4,Intel
1,0,0,0,0,1,1,1.49,Windows,Lenovo,0,Intel Core i5,4,Intel
1,0,0,0,1,0,0,4.066,Windows,HP,0,Intel Core i7,8,Nvidia
1,0,0,0,1,1,1,5.52,Windows,Lenovo,1,Intel Core i7,8,Intel
1,0,0,0,0,1,1,2.074,Windows,Toshiba,0,Intel Core i5,8,Intel
1,0,0,0,0,1,1,0.573,Windows,Acer,0,Intel Dual Core,4,Intel
1,0,0,1,1,1,1,3.727,Windows,Lenovo,1,Intel Core i7,16,Intel
1,0,0,0,0,1,1,1.426,Linux,Asus,1,Intel Dual Core,4,Intel
1,0,0,1,1,1,1,4.0,Windows,Toshiba,1,Intel Core i7,16,Intel
1,0,0,0,1,0,0,1.468,Windows,HP,0,Intel Core i7,4,AMD
0,0,0,0,0,0,0,1.745,Windows,Dell,0,Intel Core i5,8,Nvidia
0,0,0,0,0,0,0,0.85,Windows,Lenovo,0,AMD Processor,4,AMD
0,0,0,0,0,0,0,0.914,Windows,Lenovo,0,AMD Processor,8,AMD
1,0,0,0,0,1,1,1.324,Windows,Lenovo,0,Intel Core i5,4,Intel
1,0,0,0,0,1,1,0.959,Linux,Lenovo,0,Intel Core i3,4,Intel
1,0,0,0,0,1,1,1.694,Windows,Dell,0,Intel Core i5,8,Intel
1,0,0,0,0,1,1,2.129,Windows,Acer,1,Intel Core i5,8,Intel
1,1,1,1,1,0,0,3.953,Windows,Lenovo,0,Intel Core i7,16,Nvidia
1,0,0,0,0,1,1,2.538,Windows,Lenovo,0,Intel Core i5,8,Intel
0,0,0,0,0,0,0,1.396,Windows,HP,0,AMD Processor,6,AMD
1,0,0,0,1,0,0,2.662,Windows,Lenovo,0,Intel Core i7,8,Nvidia
0,0,0,0,0,0,0,2.321,Linux,Dell,0,Intel Core i5,8,Nvidia
1,0,0,0,0,1,1,1.547,Linux,Dell,0,Intel Core i5,8,Intel
1,0,0,0,0,1,1,0.635,Windows,Asus,0,Intel Dual Core,4,Intel
1,0,0,1,0,1,1,3.04,Windows,Dell,0,Intel Core i5,16,Intel
0,0,0,0,0,0,0,1.827,Windows,Lenovo,0,Intel Core i5,8,Nvidia
1,0,0,0,0,1,1,2.513,Windows,Dell,0,Intel Core i5,8,Intel
0,0,0,0,0,0,0,0.635,Windows,Lenovo,0,AMD Processor,4,AMD
1,0,0,0,0,1,1,0.565,Windows,Mediacom,0,Intel Dual Core,4,Intel
1,0,0,0,1,0,0,2.557,Windows,HP,0,Intel Core i7,8,Nvidia
1,0,0,0,1,1,1,3.595,Windows,Lenovo,0,Intel Core i7,8,Intel
1,0,0,0,0,1,1,1.783,Windows,HP,1,Intel Core i5,8,Intel
1,0,0,0,0,1,1,3.195,Windows,Lenovo,0,Intel Core i5,8,Intel
1,1,1,1,1,0,0,7.799,Windows,Dell,0,Intel Core i7,32,Nvidia
1,0,0,0,1,0,0,2.874,Windows,MSI,0,Intel Core i7,8,Nvidia
1,0,0,0,0,1,1,1.044,Linux,Lenovo,0,Intel Core i5,4,Intel
0,0,0,0,0,0,0,1.532,Windows,Dell,0,Intel Core i5,8,AMD
1,0,0,0,0,1,1,1.383,Windows,Dell,1,Intel Core i3,4,Intel
0,0,0,0,0,0,0,1.256,Linux,Dell,0,Intel Core i5,8,AMD
0,0,0,0,0,0,0,1.042,Windows,HP,0,AMD Processor,4,AMD
1,1,1,1,1,0,0,4.124,Windows,Acer,0,Intel Core i7,16,Nvidia
1,0,0,0,0,1,1,1.383,Windows,Dell,0,Intel Core i5,12,Intel
0,0,0,0,0,0,0,1.385,Windows,HP,0,AMD Processor,6,AMD
1,0,0,0,0,1,1,1.191,Windows,Acer,0,Intel Core i5,4,Intel
1,0,0,0,0,1,1,2.046,Windows,Lenovo,0,Intel Core i5,8,Intel
1,0,0,0,1,1,1,1.66,Windows,Lenovo,0,Intel Core i7,4,Intel
1,1,1,1,1,0,0,5.155,Windows,HP,0,Intel Core i7,16,Nvidia
1,0,0,0,0,1,1,1.404,Windows,Dell,1,Intel Core i5,8,Intel
1,1,1,1,1,0,0,4.464,Windows,MSI,0,Intel Core i7,16,Nvidia
1,0,0,0,0,1,1,0.875,Windows,Acer,0,Intel Core i3,4,Intel
1,0,0,0,1,0,0,2.572,Windows,Dell,0,Intel Core i7,8,Nvidia
1,0,0,0,0,1,1,1.417,Windows,Dell,0,Intel Core i3,8,Intel
1,0,0,0,0,1,1,3.271,Windows,Toshiba,1,Intel Core i5,8,Intel
1,0,0,0,0,1,1,2.129,Windows,Lenovo,1,Intel Core i5,8,Intel
1,1,1,1,1,0,0,7.031,Windows,Lenovo,0,Intel Core i7,16,Nvidia
1,0,0,0,0,1,1,0.703,Linux,Acer,0,Intel Dual Core,2,Intel
1,0,0,1,1,1,1,3.514,Windows,Samsung,0,Intel Core i7,16,Intel
1,0,0,0,0,1,1,1.149,Windows,HP,0,Intel Core i3,8,Intel
1,0,0,0,0,1,1,2.401,Windows,Dell,0,Intel Core i5,8,Intel
0,0,1,1,0,0,0,9.354,Windows,HP,0,Intel Dual Core,16,Nvidia
1,0,0,0,0,1,1,1.012,Windows,Lenovo,1,Intel Dual Core,4,Intel
1,0,0,0,0,1,1,4.049,Windows,HP,0,Intel Core i5,8,Intel
0,0,0,0,0,0,0,1.234,Linux,Asus,0,Intel Core i5,4,Nvidia
1,0,0,0,0,1,1,2.336,Windows,Lenovo,0,Intel Core i5,4,Intel
1,0,0,0,1,1,1,1.811,Windows,Asus,0,Intel Core i7,4,Intel
1,0,0,0,0,1,1,2.555,Windows,Lenovo,1,Intel Core i5,8,Intel
0,0,0,0,0,0,0,2.342,Windows,HP,0,Intel Core i5,8,Nvidia
1,0,0,0,1,0,0,3.327,Windows,HP,0,Intel Core i7,8,Nvidia
1,1,1,1,1,0,0,6.114,Windows,Dell,0,Intel Core i7,16,Nvidia
1,0,0,0,0,1,1,1.277,Windows,Acer,0,Intel Core i5,4,Intel
1,0,0,0,1,0,0,2.233,Windows,Lenovo,0,Intel Core i7,8,Nvidia
1,0,0,1,1,1,1,3.962,Windows,Dell,0,Intel Core i7,16,Intel
1,0,0,0,0,1,1,3.323,Linux,Google,1,Intel Core i5,8,Intel
1,0,0,0,0,1,1,2.406,Windows,Asus,0,Intel Core i5,8,Intel
1,0,0,0,0,1,1,1.809,Windows,Dell,0,Intel Core i3,4,Intel
1,0,0,0,0,1,1,1.396,Windows,Acer,0,Intel Core i5,4,Intel
0,0,0,0,0,0,0,1.002,Windows,Asus,0,Intel Dual Core,4,Nvidia
1,1,1,1,1,0,0,2.342,Windows,Dell,1,Intel Core i7,16,Nvidia
1,0,0,0,1,1,1,3.408,Windows,Samsung,1,Intel Core i7,8,Intel
1,0,0,0,0,1,1,0.635,Linux,Acer,0,Intel Dual Core,4,Intel
1,1,1,1,1,0,0,2.518,Windows,Dell,0,Intel Core i7,16,AMD
1,1,1,1,1,0,0,3.834,Windows,Samsung,1,Intel Core i7,16,AMD
1,0,0,0,0,1,1,2.174,Windows,Toshiba,0,Intel Core i5,4,Intel
1,0,0,0,1,0,0,2.342,Windows,Dell,0,Intel Core i7,8,Nvidia
1,0,0,0,0,1,1,2.651,Windows,HP,0,Intel Core i5,4,Intel
1,0,0,0,1,0,0,1.788,Windows,Asus,1,Intel Core i7,12,Nvidia
1,1,1,1,1,0,0,5.051,Windows,Lenovo,0,Intel Core i7,16,Nvidia
1,0,0,0,0,1,1,1.355,Windows,Acer,0,Intel Core i3,4,Intel
1,1,1,1,1,0,0,6.178,Windows,Razer,0,Intel Core i7,16,Nvidia
1,0,0,0,0,1,1,1.24,Windows,Asus,0,Intel Dual Core,8,Intel
1,1,1,1,1,0,0,7.648,Windows,Dell,0,Intel Core i7,32,Nvidia
1,1,1,1,1,0,0,5.008,Windows,Asus,0,Intel Core i7,16,Nvidia
1,1,1,1,1,0,0,3.759,Windows,Toshiba,0,Intel Core i7,16,Nvidia
1,0,0,0,0,1,1,0.701,Linux,Lenovo,0,Intel Dual Core,8,Intel
1,0,0,1,1,1,1,4.9,Windows,Lenovo,0,Intel Core i7,16,Intel
1,1,1,1,1,0,0,4.03,Windows,MSI,0,Intel Core i7,16,Nvidia
0,0,0,0,0,0,0,2.321,Windows,MSI,0,Intel Core i5,8,Nvidia
1,0,0,0,1,0,0,2.129,Windows,Lenovo,0,Intel Core i7,4,Nvidia
1,1,1,1,1,0,0,4.9,Windows,Acer,0,Intel Core i7,16,Nvidia
0,0,0,0,0,0,0,2.099,Windows,Dell,0,Intel Core i5,8,Nvidia
1,0,0,0,1,0,0,2.854,Windows,Asus,0,Intel Core i7,8,Nvidia
1,0,0,0,0,1,1,0.432,Windows,Vero,0,Intel Dual Core,4,Intel
1,0,0,0,1,1,1,4.198,Windows,Lenovo,1,Intel Core i7,8,Intel
0,0,0,0,0,0,0,2.044,Windows,Lenovo,1,Intel Core i5,8,AMD
1,0,0,0,0,1,1,2.483,Mac,Apple,0,Intel Dual Core,8,Intel
1,0,0,0,0,1,1,4.966,Windows,Lenovo,1,Intel Core i5,8,Intel
1,0,0,0,0,1,1,0.637,Windows,Asus,0,Intel Dual Core,4,Intel
1,0,0,0,0,1,1,1.726,Windows,Dell,0,Intel Core i5,8,Intel
1,0,0,0,1,1,1,2.875,Windows,Lenovo,1,Intel Core i7,8,Intel
1,0,0,0,0,1,1,1.575,Windows,Dell,0,Intel Core i3,8,AMD
1,0,0,0,1,0,0,4.401,Windows,HP,0,Intel Core i7,8,Nvidia
1,0,0,0,0,1,1,2.342,Windows,Asus,0,Intel Core i5,8,Intel
1,0,0,0,0,1,1,3.195,Windows,Dell,0,Intel Core i5,8,Intel
0,0,0,0,0,0,0,3.727,Windows,Dell,1,Intel Core i5,8,Nvidia
1,0,0,0,0,1,1,1.586,Windows,Dell,0,Intel Dual Core,4,Intel
1,0,0,0,0,1,1,2.96,Windows,HP,0,Intel Core i5,8,Intel
1,0,0,0,0,1,1,1.662,Windows,Toshiba,0,Intel Core i5,4,Intel
0,0,0,0,0,0,0,1.341,Windows,HP,0,AMD Processor,8,AMD
1,1,1,1,1,0,0,3.578,Windows,Dell,0,Intel Core i7,16,Nvidia
0,0,0,0,0,0,0,1.298,Windows,Lenovo,0,Intel Core i5,4,Nvidia
1,0,0,0,1,0,0,3.727,Windows,HP,0,Intel Core i7,12,AMD
1,1,1,1,1,0,0,5.147,Windows,MSI,0,Intel Core i7,16,Nvidia
1,0,0,0,0,1,1,3.195,Windows,Samsung,0,Intel Core i5,8,Intel
1,0,0,0,1,0,0,2.048,Windows,Dell,0,Intel Core i7,8,Nvidia
0,0,0,0,0,0,0,1.683,Windows,Dell,0,Intel Core i5,8,AMD
1,0,0,0,1,1,1,3.962,Windows,Lenovo,0,Intel Core i7,8,Intel
1,0,0,1,1,1,1,3.834,Windows,Razer,1,Intel Core i7,16,Intel
1,0,0,0,0,1,1,0.821,Linux,HP,0,Intel Dual Core,4,Intel
1,1,1,1,1,0,0,5.339,Windows,Dell,0,Intel Core i7,16,Nvidia
1,0,0,0,0,1,1,1.609,Windows,Dell,0,Intel Core i5,4,Intel
1,0,0,0,0,1,1,1.044,Windows,Lenovo,0,Intel Core i3,4,Intel
1,0,0,0,0,1,1,2.323,Windows,Toshiba,0,Intel Core i5,4,Intel
1,0,0,0,1,1,1,5.326,Windows,Lenovo,0,Intel Core i7,8,Intel
0,0,0,0,0,0,0,2.555,Windows,MSI,0,Intel Core i5,8,Nvidia
1,0,0,0,0,1,1,3.996,Windows,Lenovo,0,Intel Core i5,8,Intel
1,0,0,0,0,1,1,1.063,Windows,Toshiba,0,Intel Dual Core,4,Intel
1,0,0,0,0,1,1,2.894,Windows,Asus,1,Intel Core i5,8,Intel
1,0,0,0,0,1,1,1.247,Windows,Dell,0,Intel Core i3,4,Intel
1,0,0,0,0,1,1,0.757,Linux,Acer,0,Intel Dual Core,4,Intel
1,0,0,0,0,1,1,1.319,Windows,Acer,0,Intel Core i3,8,Intel
1,1,1,1,1,0,0,11.719,Windows,Razer,1,Intel Core i7,32,Nvidia
1,0,0,1,1,1,1,4.473,Windows,Lenovo,0,Intel Core i7,16,Intel
0,0,0,0,0,0,0,1.106,Linux,Asus,0,Intel Core i5,4,Nvidia
1,0,0,0,0,1,1,2.528,Windows,Lenovo,0,Intel Core i5,8,Intel
1,0,0,0,0,1,1,3.516,Windows,Lenovo,0,Intel Core i5,8,Intel
1,1,1,1,1,0,0,5.913,Windows,Dell,0,Intel Core i7,16,Nvidia
1,1,1,1,1,0,0,5.155,Windows,Asus,0,Intel Core i7,16,Nvidia
1,0,0,0,0,1,1,1.426,Windows,Toshiba,0,Intel Core i3,4,Intel
1,0,0,0,0,1,1,0.693,Linux,Lenovo,0,Intel Dual Core,4,Intel
1,0,0,0,0,1,1,1.257,Windows,Asus,0,Intel Core i5,8,Intel
1,1,1,1,1,0,0,3.834,Windows,Asus,0,Intel Core i7,16,Nvidia
1,1,1,1,1,0,0,6.549,Windows,Dell,0,Intel Core i7,32,Nvidia
0,0,0,0,0,0,0,1.939,Windows,HP,0,Intel Core i5,8,Nvidia
1,0,0,0,0,1,1,1.522,Windows,Dell,0,Intel Core i5,8,Intel
1,0,0,0,1,1,1,3.985,Windows,HP,0,Intel Core i7,8,Intel
1,0,0,0,1,0,0,1.575,Windows,Dell,0,Intel Core i7,4,AMD
1,0,0,0,0,1,1,1.311,Linux,HP,1,Intel Dual Core,4,Intel
0,0,0,0,0,0,0,2.187,Windows,Asus,0,Intel Core i5,8,Nvidia
1,0,0,0,0,1,1,4.853,Windows,HP,1,Intel Core i5,8,Intel
1,0,0,0,1,1,1,3.129,Windows,HP,0,Intel Core i7,8,Intel
1,0,0,0,0,1,1,0.637,Linux,HP,0,Intel Dual Core,4,Intel
1,1,1,1,1,0,0,4.047,Windows,Asus,0,Intel Core i7,16,Nvidia
1,0,0,0,1,0,0,1.843,Linux,Dell,0,Intel Core i7,8,AMD
1,0,0,0,1,0,0,4.056,Windows,Lenovo,0,Intel Core i7,8,Nvidia
1,0,0,0,1,0,0,1.677,Windows,Asus,0,Intel Core i7,8,Nvidia
1,0,0,0,0,1,1,2.014,Windows,Dell,0,Intel Core i5,8,Intel
1,0,0,0,0,1,1,0.957,Windows,Asus,0,Intel Dual Core,4,Intel
1,0,0,0,1,1,1,5.454,Windows,HP,1,Intel Core i7,8,Intel
1,0,0,0,0,1,1,1.383,Windows,Dell,1,Intel Core i5,8,Intel
1,0,0,0,0,1,1,1.0,Linux,Lenovo,0,Intel Core i3,4,Intel
1,0,0,0,0,1,1,1.813,Windows,Lenovo,0,Intel Core i5,8,Intel
0,0,0,0,0,0,0,2.875,Windows,HP,0,Intel Core i5,8,AMD
1,0,0,0,0,1,1,2.739,Windows,Toshiba,0,Intel Core i5,4,Intel
0,0,0,0,0,0,0,2.167,Linux,Lenovo,0,Intel Core i5,8,Nvidia
1,0,0,1,1,1,1,4.774,Windows,Dell,1,Intel Core i7,16,Intel
1,0,0,0,0,1,1,1.939,Windows,HP,0,Intel Core i5,4,Intel
1,0,0,0,0,1,1,2.334,Windows,Toshiba,0,Intel Core i5,8,Intel
1,0,0,0,1,1,1,4.156,Windows,Lenovo,1,Intel Core i7,8,Intel
1,0,0,0,0,1,1,1.922,Windows,Acer,0,Intel Core i5,8,Intel
1,0,0,0,1,0,0,3.789,Windows,Dell,0,Intel Core i7,8,Nvidia
1,0,0,0,0,1,1,2.248,Windows,Lenovo,0,Intel Core i5,4,Intel
1,0,0,0,0,1,1,1.021,Linux,Lenovo,0,Intel Core i3,4,AMD
1,0,0,0,1,1,1,2.958,Windows,Toshiba,0,Intel Core i7,8,Intel
1,0,0,0,0,1,1,1.566,Windows,Lenovo,0,Intel Core i3,4,Intel
1,1,1,1,1,0,0,3.941,Windows,Samsung,0,Intel Core i7,16,Nvidia
1,0,0,0,1,1,1,3.602,Windows,Dell,0,Intel Core i7,8,Intel
1,0,0,0,0,1,1,0.85,Linux,Asus,0,Intel Dual Core,4,Intel
0,0,0,0,0,0,0,1.993,Windows,Xiaomi,0,Intel Core i5,8,Nvidia
0,0,0,0,0,0,0,1.945,Windows,Dell,0,Intel Core i5,4,Nvidia
1,0,0,0,0,1,1,1.788,Windows,HP,0,Intel Core i5,4,Intel
1,0,0,0,0,1,1,3.623,Windows,HP,1,Intel Core i5,4,Intel
1,0,0,0,0,1,1,1.459,Windows,HP,1,Intel Core i5,4,Intel
1,0,0,0,0,1,1,0.742,Windows,Asus,0,Intel Dual Core,4,Intel
1,0,0,0,1,0,0,1.426,Windows,Lenovo,0,Intel Core i7,8,Nvidia
1,0,0,0,0,1,1,0.786,Windows,Dell,0,Intel Dual Core,4,Intel
1,0,0,0,0,1,1,3.834,Windows,HP,1,Intel Core i5,4,Intel
1,0,0,0,0,1,1,0.971,Linux,Dell,0,Intel Core i3,4,AMD
0,0,0,0,0,0,0,2.92,Windows,Asus,0,Intel Core i5,12,Nvidia
1,0,0,0,0,1,1,0.633,Linux,Acer,0,Intel Dual Core,4,Intel
0,0,0,0,0,0,0,0.808,Windows,Lenovo,0,AMD Processor,4,AMD
1,0,0,0,0,1,1,2.696,Windows,HP,0,Intel Core i5,4,Intel
1,0,0,1,1,1,1,2.982,Windows,HP,1,Intel Core i7,16,Intel
1,0,0,0,1,1,1,3.621,Windows,Samsung,0,Intel Core i7,8,Intel
1,0,0,0,0,1,1,3.834,Windows,Lenovo,0,Intel Core i5,8,Intel
1,1,1,1,1,0,0,5.646,Windows,MSI,0,Intel Core i7,16,Nvidia
1,0,0,0,0,1,1,3.144,Windows,Toshiba,0,Intel Core i5,8,Intel
1,0,0,0,1,0,0,1.98,Linux,Dell,0,Intel Core i7,8,Nvidia
1,0,0,0,1,0,0,1.918,Windows,HP,0,Intel Core i7,8,Nvidia
1,0,0,0,0,1,1,1.309,Windows,Dell,0,Intel Core i3,4,AMD
1,0,0,0,0,1,1,1.993,Windows,Dell,0,Intel Core i5,8,Intel
1,0,0,0,1,1,1,4.29,Windows,Dell,1,Intel Core i7,8,Intel
1,1,1,1,1,0,0,2.726,Windows,Asus,0,Intel Core i7,32,Nvidia
1,0,0,1,1,1,1,3.514,Windows,Dell,1,Intel Core i7,16,Intel
1,0,0,0,1,1,1,4.367,Windows,Lenovo,0,Intel Core i7,8,Intel
1,0,0,0,0,1,1,4.184,Windows,Lenovo,0,Intel Core i5,8,Intel
1,0,0,1,1,1,1,4.473,Windows,LG,1,Intel Core i7,16,Intel
1,0,0,0,1,1,1,3.161,Windows,HP,0,Intel Core i7,8,Intel
1,0,0,0,0,1,1,0.765,Linux,Acer,0,Intel Dual Core,4,Intel
0,0,0,0,0,0,0,1.682,Windows,Lenovo,0,Intel Core i5,8,Nvidia
1,0,0,0,1,1,1,4.047,Windows,LG,1,Intel Core i7,8,Intel
1,0,0,0,0,1,1,2.568,Windows,Dell,0,Intel Core i5,8,Intel
1,0,0,0,0,1,1,6.607,Windows,HP,1,Intel Dual Core,8,Intel
1,0,0,0,1,0,0,1.682,Windows,Lenovo,0,Intel Core i7,6,Nvidia
1,0,0,0,1,0,0,2.172,Windows,HP,0,Intel Core i7,8,Nvidia
1,0,0,0,0,1,1,1.063,Windows,Acer,0,Intel Core i3,4,Intel
1,0,0,0,0,1,1,1.878,Windows,Lenovo,0,Intel Core i5,4,Intel
1,0,0,0,0,1,1,2.046,Windows,HP,0,Intel Core i5,8,Intel
1,1,1,1,1,0,0,3.408,Windows,MSI,0,Intel Core i7,16,Nvidia
1,1,1,1,1,0,0,2.875,Windows,Dell,0,Intel Core i7,16,Nvidia
0,0,0,0,0,0,0,2.387,Windows,MSI,0,Intel Core i5,8,Nvidia
0,0,0,0,0,0,0,1.46,Windows,Dell,0,Intel Core i5,4,AMD
1,0,0,0,1,0,0,2.764,Windows,HP,0,Intel Core i7,8,AMD
1,0,0,0,1,1,1,2.449,Windows,HP,1,Intel Core i7,8,Intel
1,1,1,1,1,0,0,4.209,Windows,Toshiba,0,Intel Core i7,16,Nvidia
1,0,0,0,0,1,1,3.889,Windows,Lenovo,1,Intel Core i5,8,Intel
1,0,0,0,0,1,1,1.556,Windows,Dell,0,Intel Core i5,4,Intel
1,0,0,0,1,1,1,3.516,Windows,Lenovo,0,Intel Core i7,8,Intel
1,0,0,0,0,1,1,2.483,Windows,HP,0,Intel Core i5,8,Intel
1,0,0,0,0,1,1,1.509,Windows,Dell,0,Intel Core i5,4,Intel
1,0,0,0,0,1,1,2.449,Windows,HP,0,Intel Core i5,4,Intel
1,0,0,0,0,1,1,0.659,Windows,Lenovo,0,Intel Dual Core,4,Intel
1,0,0,0,0,1,1,3.365,Windows,HP,0,Intel Core i5,4,Intel
1,0,0,0,0,1,1,0.616,Linux,HP,0,Intel Dual Core,4,Intel
1,0,0,1,1,1,1,3.834,Windows,Lenovo,1,Intel Core i7,16,Intel
1,0,0,0,0,1,1,2.355,Windows,Toshiba,0,Intel Core i5,4,Intel
1,0,0,0,0,1,1,3.557,Windows,HP,0,Intel Core i5,8,Intel
1,0,0,0,0,1,1,1.19,Windows,Dell,0,Intel Core i3,4,Intel
1,0,0,0,1,0,0,2.555,Windows,MSI,0,Intel Core i7,8,Nvidia
1,0,0,0,0,1,1,3.493,Windows,Dell,0,Intel Core i5,8,Intel
1,1,1,1,1,0,0,5.878,Windows,Dell,0,Intel Core i7,16,Nvidia
0,0,0,0,0,0,0,2.982,Windows,HP,0,Intel Core i5,8,Nvidia
0,0,0,0,0,0,0,1.13,Windows,Asus,0,Intel Dual Core,4,Nvidia
1,0,0,0,0,1,1,1.319,Windows,Acer,0,Intel Core i5,4,Intel
1,0,0,0,0,1,1,2.385,Windows,Toshiba,0,Intel Core i5,8,Intel
1,0,0,0,0,1,1,2.768,Windows,Lenovo,1,Intel Dual Core,8,Intel
0,0,1,1,0,0,0,2.129,Windows,Lenovo,0,AMD Processor,16,AMD
1,0,0,0,0,1,1,3.138,Windows,Dell,1,Intel Core i5,8,Intel
1,0,0,0,1,0,0,1.46,Linux,Lenovo,0,Intel Core i7,8,Nvidia
1,0,0,0,0,1,1,1.404,Windows,Dell,0,Intel Core i3,4,AMD
1,0,0,0,0,1,1,0.744,Linux,Acer,0,Intel Dual Core,4,Intel
1,0,0,0,1,0,0,4.793,Windows,HP,0,Intel Core i7,8,Nvidia
1,0,0,0,1,1,1,3.783,Windows,Dell,0,Intel Core i7,8,Intel
1,0,0,0,0,1,1,3.112,Windows,Toshiba,0,Intel Core i5,8,Intel
1,0,0,0,0,1,1,2.47,Linux,Asus,0,Intel Dual Core,8,Intel
1,0,0,0,1,1,1,3.173,Windows,Lenovo,0,Intel Core i7,8,Intel
1,1,1,1,1,0,0,6.722,Windows,Dell,0,Intel Core i7,16,Nvidia
1,0,0,0,0,1,1,4.047,Windows,Dell,1,Intel Core i5,8,Intel
1,0,0,0,0,1,1,1.652,Windows,HP,1,Intel Dual Core,4,Intel
1,0,0,0,1,1,1,2.702,Windows,Dell,0,Intel Core i7,8,Intel
1,0,0,0,0,1,1,0.829,Linux,Acer,1,Intel Dual Core,4,Intel
1,0,0,0,0,1,1,3.271,Windows,Toshiba,0,Intel Core i5,8,Intel
1,0,0,0,0,1,1,3.751,Windows,Lenovo,0,Intel Core i5,8,Intel
0,0,0,0,0,0,0,2.15,Windows,Acer,0,Intel Core i5,12,Nvidia
1,0,0,0,1,1,1,3.815,Windows,Toshiba,1,Intel Core i7,8,Intel
0,0,0,0,0,0,0,1.804,Windows,HP,0,Intel Core i5,8,Nvidia
1,0,0,0,0,1,1,0.992,Linux,Dell,0,Intel Core i3,4,AMD
1,0,0,0,0,1,1,1.758,Windows,Dell,0,Intel Core i5,4,Intel
1,0,0,0,0,1,1,1.46,Windows,HP,0,Intel Core i3,4,Intel
1,1,1,1,1,0,0,6.711,Windows,Dell,0,Intel Core i7,32,Nvidia
0,0,0,0,0,0,0,1.481,Windows,Lenovo,0,Intel Core i5,6,Nvidia
1,0,0,1,1,1,1,4.047,Windows,Dell,1,Intel Core i7,16,Intel
